0	inf
0.1	1.409e+006
0.2	704500
0.3	469667
0.4	352250
0.5	281800
0.6	234833
0.7	201286
0.8	176125
0.9	156556
1	140900
1.1	128091
1.2	117417
1.3	108385
1.4	100643
1.5	93933.4
1.6	88062.5
1.7	82882.4
1.8	78277.8
1.9	74157.9
2	70450
2.1	67095.3
2.2	64045.5
2.3	61260.9
2.4	58708.4
2.5	56360
2.6	54192.3
2.7	52185.2
2.8	50321.5
2.9	48586.2
3	46966.7
3.1	45451.6
3.2	44031.3
3.3	42697
3.4	41441.2
3.5	40257.2
3.6	39138.9
3.7	38081.1
3.8	37079
3.9	36128.2
4	35225
4.1	34365.9
4.2	33547.6
4.3	32767.5
4.4	32022.7
4.5	31311.1
4.6	30630.5
4.7	29978.7
4.8	29354.2
4.9	28755.1
5	28180
5.1	27627.5
5.2	27096.2
5.3	26584.9
5.4	26092.6
5.5	25618.2
5.6	25160.7
5.7	24719.3
5.8	24293.1
5.9	23881.4
6	23483.3
6.1	23098.4
6.2	22725.8
6.3	22365.1
6.4	22015.6
6.5	21676.9
6.6	21348.5
6.7	21029.9
6.8	20720.6
6.9	20420.3
7	20128.6
7.1	19845.1
7.2	19569.5
7.3	19301.4
7.4	19040.6
7.5	18786.7
7.6	18539.5
7.7	18298.7
7.8	18064.1
7.9	17835.5
8	17612.5
8.1	17395.1
8.2	17182.9
8.3	16975.9
8.4	16773.8
8.5	16576.5
8.6	16383.7
8.7	16195.4
8.8	16011.4
8.9	15831.5
9	15655.6
9.1	15483.5
9.2	15315.2
9.3	15150.5
9.4	14989.4
9.5	14831.6
9.6	14677.1
9.7	14525.8
9.8	14377.6
9.9	14232.3
10	14090
10.1	13950.5
10.2	13813.7
10.3	13679.6
10.4	13548.1
10.5	13419.1
10.6	13292.5
10.7	13168.2
10.8	13046.3
10.9	12926.6
11	12809.1
11.1	12693.7
11.2	12580.4
11.3	12469
11.4	12359.7
11.5	12252.2
11.6	12146.6
11.7	12042.7
11.8	11940.7
11.9	11840.3
12	11741.7
12.1	11644.6
12.2	11549.2
12.3	11455.3
12.4	11362.9
12.5	11272
12.6	11182.5
12.7	11094.5
12.8	11007.8
12.9	10922.5
13	10838.5
13.1	10755.7
13.2	10674.2
13.3	10594
13.4	10514.9
13.5	10437
13.6	10360.3
13.7	10284.7
13.8	10210.2
13.9	10136.7
14	10064.3
14.1	9992.91
14.2	9922.54
14.3	9853.15
14.4	9784.73
14.5	9717.25
14.6	9650.69
14.7	9585.04
14.8	9520.28
14.9	9456.38
15	9393.34
15.1	9331.13
15.2	9269.74
15.3	9209.16
15.4	9149.36
15.5	9090.33
15.6	9032.06
15.7	8974.53
15.8	8917.73
15.9	8861.64
16	8806.25
16.1	8751.56
16.2	8697.54
16.3	8644.18
16.4	8591.47
16.5	8539.4
16.6	8487.96
16.7	8437.13
16.8	8386.91
16.9	8337.28
17	8288.24
17.1	8239.77
17.2	8191.87
17.3	8144.51
17.4	8097.71
17.5	8051.43
17.6	8005.69
17.7	7960.46
17.8	7915.73
17.9	7871.51
18	7827.78
18.1	7784.53
18.2	7741.76
18.3	7699.46
18.4	7657.61
18.5	7616.22
18.6	7575.27
18.7	7534.76
18.8	7494.69
18.9	7455.03
19	7415.79
19.1	7376.97
19.2	7338.55
19.3	7300.52
19.4	7262.89
19.5	7225.65
19.6	7188.78
19.7	7152.29
19.8	7116.17
19.9	7080.41
20	7045
20.1	7009.95
20.2	6975.25
20.3	6940.89
20.4	6906.87
20.5	6873.17
20.6	6839.81
20.7	6806.77
20.8	6774.04
20.9	6741.63
21	6709.53
21.1	6677.73
21.2	6646.23
21.3	6615.03
21.4	6584.12
21.5	6553.49
21.6	6523.15
21.7	6493.09
21.8	6463.31
21.9	6433.79
22	6404.55
22.1	6375.57
22.2	6346.85
22.3	6318.39
22.4	6290.18
22.5	6262.23
22.6	6234.52
22.7	6207.05
22.8	6179.83
22.9	6152.84
23	6126.09
23.1	6099.57
23.2	6073.28
23.3	6047.21
23.4	6021.37
23.5	5995.75
23.6	5970.34
23.7	5945.15
23.8	5920.17
23.9	5895.4
24	5870.84
24.1	5846.48
24.2	5822.32
24.3	5798.36
24.4	5774.59
24.5	5751.02
24.6	5727.65
24.7	5704.46
24.8	5681.45
24.9	5658.64
25	5636
25.1	5613.55
25.2	5591.27
25.3	5569.17
25.4	5547.25
25.5	5525.49
25.6	5503.91
25.7	5482.49
25.8	5461.24
25.9	5440.16
26	5419.23
26.1	5398.47
26.2	5377.87
26.3	5357.42
26.4	5337.12
26.5	5316.98
26.6	5297
26.7	5277.16
26.8	5257.47
26.9	5237.92
27	5218.52
27.1	5199.26
27.2	5180.15
27.3	5161.18
27.4	5142.34
27.5	5123.64
27.6	5105.08
27.7	5086.65
27.8	5068.35
27.9	5050.18
28	5032.15
28.1	5014.24
28.2	4996.46
28.3	4978.8
28.4	4961.27
28.5	4943.86
28.6	4926.58
28.7	4909.41
28.8	4892.36
28.9	4875.44
29	4858.62
29.1	4841.93
29.2	4825.35
29.3	4808.88
29.4	4792.52
29.5	4776.27
29.6	4760.14
29.7	4744.11
29.8	4728.19
29.9	4712.38
30	4696.67
30.1	4681.07
30.2	4665.57
30.3	4650.17
30.4	4634.87
30.5	4619.67
30.6	4604.58
30.7	4589.58
30.8	4574.68
30.9	4559.87
31	4545.16
31.1	4530.55
31.2	4516.03
31.3	4501.6
31.4	4487.26
31.5	4473.02
31.6	4458.86
31.7	4444.8
31.8	4430.82
31.9	4416.93
32	4403.13
32.1	4389.41
32.2	4375.78
32.3	4362.23
32.4	4348.77
32.5	4335.39
32.6	4322.09
32.7	4308.87
32.8	4295.73
32.9	4282.68
33	4269.7
33.1	4256.8
33.2	4243.98
33.3	4231.23
33.4	4218.57
33.5	4205.97
33.6	4193.45
33.7	4181.01
33.8	4168.64
33.9	4156.34
34	4144.12
34.1	4131.97
34.2	4119.89
34.3	4107.87
34.4	4095.93
34.5	4084.06
34.6	4072.26
34.7	4060.52
34.8	4048.85
34.9	4037.25
35	4025.72
35.1	4014.25
35.2	4002.84
35.3	3991.5
35.4	3980.23
35.5	3969.02
35.6	3957.87
35.7	3946.78
35.8	3935.76
35.9	3924.79
36	3913.89
36.1	3903.05
36.2	3892.27
36.3	3881.54
36.4	3870.88
36.5	3860.28
36.6	3849.73
36.7	3839.24
36.8	3828.81
36.9	3818.43
37	3808.11
37.1	3797.85
37.2	3787.64
37.3	3777.48
37.4	3767.38
37.5	3757.34
37.6	3747.34
37.7	3737.4
37.8	3727.52
37.9	3717.68
38	3707.9
38.1	3698.16
38.2	3688.48
38.3	3678.85
38.4	3669.27
38.5	3659.74
38.6	3650.26
38.7	3640.83
38.8	3631.45
38.9	3622.11
39	3612.82
39.1	3603.58
39.2	3594.39
39.3	3585.24
39.4	3576.14
39.5	3567.09
39.6	3558.08
39.7	3549.12
39.8	3540.2
39.9	3531.33
40	3522.5
40.1	3513.72
40.2	3504.98
40.3	3496.28
40.4	3487.63
40.5	3479.01
40.6	3470.45
40.7	3461.92
40.8	3453.43
40.9	3444.99
41	3436.59
41.1	3428.23
41.2	3419.9
41.3	3411.62
41.4	3403.38
41.5	3395.18
41.6	3387.02
41.7	3378.9
41.8	3370.82
41.9	3362.77
42	3354.76
42.1	3346.8
42.2	3338.86
42.3	3330.97
42.4	3323.12
42.5	3315.3
42.6	3307.51
42.7	3299.77
42.8	3292.06
42.9	3284.38
43	3276.75
43.1	3269.14
43.2	3261.58
43.3	3254.04
43.4	3246.55
43.5	3239.08
43.6	3231.65
43.7	3224.26
43.8	3216.9
43.9	3209.57
44	3202.27
44.1	3195.01
44.2	3187.78
44.3	3180.59
44.4	3173.43
44.5	3166.29
44.6	3159.19
44.7	3152.13
44.8	3145.09
44.9	3138.09
45	3131.11
45.1	3124.17
45.2	3117.26
45.3	3110.38
45.4	3103.53
45.5	3096.71
45.6	3089.91
45.7	3083.15
45.8	3076.42
45.9	3069.72
46	3063.05
46.1	3056.4
46.2	3049.79
46.3	3043.2
46.4	3036.64
46.5	3030.11
46.6	3023.61
46.7	3017.13
46.8	3010.69
46.9	3004.27
47	2997.87
47.1	2991.51
47.2	2985.17
47.3	2978.86
47.4	2972.58
47.5	2966.32
47.6	2960.09
47.7	2953.88
47.8	2947.7
47.9	2941.55
48	2935.42
48.1	2929.32
48.2	2923.24
48.3	2917.19
48.4	2911.16
48.5	2905.16
48.6	2899.18
48.7	2893.23
48.8	2887.3
48.9	2881.39
49	2875.51
49.1	2869.66
49.2	2863.82
49.3	2858.01
49.4	2852.23
49.5	2846.47
49.6	2840.73
49.7	2835.01
49.8	2829.32
49.9	2823.65
50	2818
50.1	2812.38
50.2	2806.77
50.3	2801.19
50.4	2795.64
50.5	2790.1
50.6	2784.59
50.7	2779.09
50.8	2773.62
50.9	2768.17
51	2762.75
51.1	2757.34
51.2	2751.95
51.3	2746.59
51.4	2741.25
51.5	2735.92
51.6	2730.62
51.7	2725.34
51.8	2720.08
51.9	2714.84
52	2709.62
52.1	2704.42
52.2	2699.24
52.3	2694.07
52.4	2688.93
52.5	2683.81
52.6	2678.71
52.7	2673.63
52.8	2668.56
52.9	2663.52
53	2658.49
53.1	2653.49
53.2	2648.5
53.3	2643.53
53.4	2638.58
53.5	2633.65
53.6	2628.73
53.7	2623.84
53.8	2618.96
53.9	2614.1
54	2609.26
54.1	2604.44
54.2	2599.63
54.3	2594.84
54.4	2590.07
54.5	2585.32
54.6	2580.59
54.7	2575.87
54.8	2571.17
54.9	2566.49
55	2561.82
55.1	2557.17
55.2	2552.54
55.3	2547.92
55.4	2543.32
55.5	2538.74
55.6	2534.17
55.7	2529.62
55.8	2525.09
55.9	2520.57
56	2516.07
56.1	2511.59
56.2	2507.12
56.3	2502.67
56.4	2498.23
56.5	2493.81
56.6	2489.4
56.7	2485.01
56.8	2480.64
56.9	2476.28
57	2471.93
57.1	2467.6
57.2	2463.29
57.3	2458.99
57.4	2454.71
57.5	2450.44
57.6	2446.18
57.7	2441.94
57.8	2437.72
57.9	2433.51
58	2429.31
58.1	2425.13
58.2	2420.96
58.3	2416.81
58.4	2412.67
58.5	2408.55
58.6	2404.44
58.7	2400.34
58.8	2396.26
58.9	2392.19
59	2388.14
59.1	2384.1
59.2	2380.07
59.3	2376.06
59.4	2372.06
59.5	2368.07
59.6	2364.1
59.7	2360.14
59.8	2356.19
59.9	2352.26
60	2348.33
60.1	2344.43
60.2	2340.53
60.3	2336.65
60.4	2332.78
60.5	2328.93
60.6	2325.08
60.7	2321.25
60.8	2317.44
60.9	2313.63
61	2309.84
61.1	2306.06
61.2	2302.29
61.3	2298.53
61.4	2294.79
61.5	2291.06
61.6	2287.34
61.7	2283.63
61.8	2279.94
61.9	2276.25
62	2272.58
62.1	2268.92
62.2	2265.27
62.3	2261.64
62.4	2258.01
62.5	2254.4
62.6	2250.8
62.7	2247.21
62.8	2243.63
62.9	2240.06
63	2236.51
63.1	2232.96
63.2	2229.43
63.3	2225.91
63.4	2222.4
63.5	2218.9
63.6	2215.41
63.7	2211.93
63.8	2208.47
63.9	2205.01
64	2201.56
64.1	2198.13
64.2	2194.71
64.3	2191.29
64.4	2187.89
64.5	2184.5
64.6	2181.12
64.7	2177.74
64.8	2174.38
64.9	2171.03
65	2167.69
65.1	2164.36
65.2	2161.04
65.3	2157.73
65.4	2154.44
65.5	2151.15
65.6	2147.87
65.7	2144.6
65.8	2141.34
65.9	2138.09
66	2134.85
66.1	2131.62
66.2	2128.4
66.3	2125.19
66.4	2121.99
66.5	2118.8
66.6	2115.62
66.7	2112.44
66.8	2109.28
66.9	2106.13
67	2102.99
67.1	2099.85
67.2	2096.73
67.3	2093.61
67.4	2090.51
67.5	2087.41
67.6	2084.32
67.7	2081.24
67.8	2078.17
67.9	2075.11
68	2072.06
68.1	2069.02
68.2	2065.98
68.3	2062.96
68.4	2059.94
68.5	2056.94
68.6	2053.94
68.7	2050.95
68.8	2047.97
68.9	2044.99
69	2042.03
69.1	2039.07
69.2	2036.13
69.3	2033.19
69.4	2030.26
69.5	2027.34
69.6	2024.43
69.7	2021.52
69.8	2018.63
69.9	2015.74
70	2012.86
70.1	2009.99
70.2	2007.12
70.3	2004.27
70.4	2001.42
70.5	1998.58
70.6	1995.75
70.7	1992.93
70.8	1990.11
70.9	1987.31
71	1984.51
71.1	1981.72
71.2	1978.93
71.3	1976.16
71.4	1973.39
71.5	1970.63
71.6	1967.88
71.7	1965.13
71.8	1962.4
71.9	1959.67
72	1956.95
72.1	1954.23
72.2	1951.52
72.3	1948.83
72.4	1946.13
72.5	1943.45
72.6	1940.77
72.7	1938.1
72.8	1935.44
72.9	1932.79
73	1930.14
73.1	1927.5
73.2	1924.86
73.3	1922.24
73.4	1919.62
73.5	1917.01
73.6	1914.4
73.7	1911.81
73.8	1909.22
73.9	1906.63
74	1904.06
74.1	1901.49
74.2	1898.92
74.3	1896.37
74.4	1893.82
74.5	1891.28
74.6	1888.74
74.7	1886.21
74.8	1883.69
74.9	1881.18
75	1878.67
75.1	1876.17
75.2	1873.67
75.3	1871.18
75.4	1868.7
75.5	1866.23
75.6	1863.76
75.7	1861.3
75.8	1858.84
75.9	1856.39
76	1853.95
76.1	1851.51
76.2	1849.08
76.3	1846.66
76.4	1844.24
76.5	1841.83
76.6	1839.43
76.7	1837.03
76.8	1834.64
76.9	1832.25
77	1829.87
77.1	1827.5
77.2	1825.13
77.3	1822.77
77.4	1820.41
77.5	1818.07
77.6	1815.72
77.7	1813.39
77.8	1811.06
77.9	1808.73
78	1806.41
78.1	1804.1
78.2	1801.79
78.3	1799.49
78.4	1797.19
78.5	1794.91
78.6	1792.62
78.7	1790.34
78.8	1788.07
78.9	1785.81
79	1783.55
79.1	1781.29
79.2	1779.04
79.3	1776.8
79.4	1774.56
79.5	1772.33
79.6	1770.1
79.7	1767.88
79.8	1765.67
79.9	1763.46
80	1761.25
80.1	1759.05
80.2	1756.86
80.3	1754.67
80.4	1752.49
80.5	1750.31
80.6	1748.14
80.7	1745.97
80.8	1743.81
80.9	1741.66
81	1739.51
81.1	1737.36
81.2	1735.22
81.3	1733.09
81.4	1730.96
81.5	1728.84
81.6	1726.72
81.7	1724.6
81.8	1722.49
81.9	1720.39
82	1718.29
82.1	1716.2
82.2	1714.11
82.3	1712.03
82.4	1709.95
82.5	1707.88
82.6	1705.81
82.7	1703.75
82.8	1701.69
82.9	1699.64
83	1697.59
83.1	1695.55
83.2	1693.51
83.3	1691.48
83.4	1689.45
83.5	1687.43
83.6	1685.41
83.7	1683.39
83.8	1681.39
83.9	1679.38
84	1677.38
84.1	1675.39
84.2	1673.4
84.3	1671.41
84.4	1669.43
84.5	1667.46
84.6	1665.49
84.7	1663.52
84.8	1661.56
84.9	1659.6
85	1657.65
85.1	1655.7
85.2	1653.76
85.3	1651.82
